TaskName,Variant,InputSize,RunNumber,TimeMs,IsValid
GameOfLife,Parallel_4,8,3,0.7936,True
GameOfLife,Parallel_4,8,4,0.8449,True
GameOfLife,Parallel_4,8,5,0.7824,True
GameOfLife,Parallel_4,8,6,0.8760,True
GameOfLife,Parallel_4,8,7,0.8180,True
GameOfLife,Parallel_4,8,8,0.7388,True
GameOfLife,Parallel_4,8,9,8.3048,True
GameOfLife,Parallel_4,8,10,0.6984,True
GameOfLife,Parallel_4,12,1,0.9529,True
GameOfLife,Parallel_4,12,2,0.9473,True
GameOfLife,Parallel_4,12,3,7.2317,True
GameOfLife,Parallel_4,12,4,0.9642,True
GameOfLife,Parallel_4,12,5,0.9754,True
GameOfLife,Parallel_4,12,6,0.9464,True
GameOfLife,Parallel_4,12,7,0.9526,True
GameOfLife,Parallel_4,12,8,0.9540,True
GameOfLife,Parallel_4,12,9,0.9462,True
GameOfLife,Parallel_4,12,10,0.9500,True
GameOfLife,Parallel_4,16,1,0.8387,True
GameOfLife,Parallel_4,16,2,0.7760,True
GameOfLife,Parallel_4,16,3,0.7670,True
GameOfLife,Parallel_4,16,4,0.7697,True
GameOfLife,Parallel_4,16,5,0.7897,True
GameOfLife,Parallel_4,16,6,0.7720,True
GameOfLife,Parallel_4,16,7,0.7660,True
GameOfLife,Parallel_4,16,8,0.7709,True
GameOfLife,Parallel_4,16,9,0.7818,True
GameOfLife,Parallel_4,16,10,0.7747,True
GameOfLife,Parallel_4,24,1,1.2828,True
GameOfLife,Parallel_4,24,2,1.2719,True
GameOfLife,Parallel_4,24,3,1.2598,True
GameOfLife,Parallel_4,24,4,1.2699,True
GameOfLife,Parallel_4,24,5,1.2616,True
GameOfLife,Parallel_4,24,6,1.2571,True
GameOfLife,Parallel_4,24,7,1.2692,True
GameOfLife,Parallel_4,24,8,1.2615,True
GameOfLife,Parallel_4,24,9,1.2606,True
GameOfLife,Parallel_4,24,10,1.2641,True
GameOfLife,Parallel_4,32,1,3.4077,True
GameOfLife,Parallel_4,32,2,1.9188,True
GameOfLife,Parallel_4,32,3,1.9183,True
GameOfLife,Parallel_4,32,4,1.8973,True
GameOfLife,Parallel_4,32,5,1.9053,True
GameOfLife,Parallel_4,32,6,1.8882,True
GameOfLife,Parallel_4,32,7,1.9044,True
GameOfLife,Parallel_4,32,8,2.4834,True
GameOfLife,Parallel_4,32,9,2.7771,True
GameOfLife,Parallel_4,32,10,1.9408,True
GameOfLife,Parallel_4,64,1,6.5386,True
GameOfLife,Parallel_4,64,2,6.4615,True
GameOfLife,Parallel_4,64,3,6.6178,True
GameOfLife,Parallel_4,64,4,6.4756,True
GameOfLife,Parallel_4,64,5,6.4871,True
GameOfLife,Parallel_4,64,6,6.5088,True
GameOfLife,Parallel_4,64,7,6.5356,True
GameOfLife,Parallel_4,64,8,6.5153,True
GameOfLife,Parallel_4,64,9,6.4801,True
GameOfLife,Parallel_4,64,10,6.5083,True
GameOfLife,Parallel_4,150,1,33.9568,True
GameOfLife,Parallel_4,150,2,33.9416,True
GameOfLife,Parallel_4,150,3,33.9222,True
GameOfLife,Parallel_4,150,4,37.1535,True
GameOfLife,Parallel_4,150,5,33.9839,True
GameOfLife,Parallel_4,150,6,33.9540,True
GameOfLife,Parallel_4,150,7,33.9805,True
GameOfLife,Parallel_4,150,8,34.0983,True
GameOfLife,Parallel_4,150,9,33.9456,True
GameOfLife,Parallel_4,150,10,34.0949,True
GameOfLife,Parallel_6,8,1,0.8241,True
GameOfLife,Parallel_6,8,2,0.7022,True
GameOfLife,Parallel_6,8,3,0.6898,True
GameOfLife,Parallel_6,8,4,0.6698,True
GameOfLife,Parallel_6,8,5,0.6773,True
GameOfLife,Parallel_6,8,6,0.6922,True
GameOfLife,Parallel_6,8,7,0.6829,True
GameOfLife,Parallel_6,8,8,0.6647,True
GameOfLife,Parallel_6,8,9,0.6792,True
GameOfLife,Parallel_6,8,10,0.6867,True
GameOfLife,Parallel_6,12,1,1.0645,True
GameOfLife,Parallel_6,12,2,0.9631,True
GameOfLife,Parallel_6,12,3,0.9659,True
GameOfLife,Parallel_6,12,4,0.9052,True
GameOfLife,Parallel_6,12,5,0.6652,True
GameOfLife,Parallel_6,12,6,0.6520,True
GameOfLife,Parallel_6,12,7,0.7154,True
GameOfLife,Parallel_6,12,8,0.7202,True
GameOfLife,Parallel_6,12,9,0.7499,True
GameOfLife,Parallel_6,12,10,0.7013,True
GameOfLife,Parallel_6,16,1,0.8766,True
GameOfLife,Parallel_6,16,2,0.8593,True
GameOfLife,Parallel_6,16,3,0.8657,True
GameOfLife,Parallel_6,16,4,0.8677,True
GameOfLife,Parallel_6,16,5,0.8566,True
GameOfLife,Parallel_6,16,6,0.8667,True
GameOfLife,Parallel_6,16,7,0.8670,True
GameOfLife,Parallel_6,16,8,0.8645,True
GameOfLife,Parallel_6,16,9,0.8704,True
GameOfLife,Parallel_6,16,10,0.8730,True
GameOfLife,Parallel_6,24,1,1.2719,True
GameOfLife,Parallel_6,24,2,8.9671,True
GameOfLife,Parallel_6,24,3,1.3384,True
GameOfLife,Parallel_6,24,4,1.3199,True
GameOfLife,Parallel_6,24,5,1.3283,True
GameOfLife,Parallel_6,24,6,1.3256,True
GameOfLife,Parallel_6,24,7,1.3429,True
GameOfLife,Parallel_6,24,8,1.2331,True
GameOfLife,Parallel_6,24,9,1.2536,True
GameOfLife,Parallel_6,24,10,1.2547,True
GameOfLife,Parallel_6,32,1,1.7911,True
GameOfLife,Parallel_6,32,2,1.8258,True
GameOfLife,Parallel_6,32,3,1.7812,True
GameOfLife,Parallel_6,32,4,1.8327,True
GameOfLife,Parallel_6,32,5,1.8786,True
GameOfLife,Parallel_6,32,6,1.7960,True
GameOfLife,Parallel_6,32,7,1.9777,True
GameOfLife,Parallel_6,32,8,1.8089,True
GameOfLife,Parallel_6,32,9,1.8296,True
GameOfLife,Parallel_6,32,10,1.8354,True
GameOfLife,Parallel_6,64,1,5.7067,True
GameOfLife,Parallel_6,64,2,5.8968,True
GameOfLife,Parallel_6,64,3,5.8842,True
GameOfLife,Parallel_6,64,4,5.7860,True
GameOfLife,Parallel_6,64,5,5.9827,True
GameOfLife,Parallel_6,64,6,5.6545,True
GameOfLife,Parallel_6,64,7,5.7661,True
GameOfLife,Parallel_6,64,8,5.7729,True
GameOfLife,Parallel_6,64,9,5.8742,True
GameOfLife,Parallel_6,64,10,6.0036,True
GameOfLife,Parallel_6,100,1,13.3571,True
GameOfLife,Parallel_6,100,2,13.3993,True
GameOfLife,Parallel_6,100,3,13.2624,True
GameOfLife,Parallel_6,100,4,13.4480,True
GameOfLife,Parallel_6,100,5,13.3362,True
GameOfLife,Parallel_6,100,6,13.2984,True
GameOfLife,Parallel_6,100,7,14.0702,True
GameOfLife,Parallel_6,100,8,13.2726,True
GameOfLife,Parallel_6,100,9,13.2899,True
GameOfLife,Parallel_6,100,10,13.2804,True
GameOfLife,Parallel_6,150,1,22.9317,True
GameOfLife,Parallel_6,150,2,22.9762,True
GameOfLife,Parallel_6,150,3,24.2155,True
GameOfLife,Parallel_6,150,4,23.2356,True
GameOfLife,Parallel_6,150,5,23.0958,True
GameOfLife,Parallel_6,150,6,23.7382,True
GameOfLife,Parallel_6,150,7,23.0667,True
GameOfLife,Parallel_6,150,8,23.4447,True
GameOfLife,Parallel_6,150,9,24.2446,True
GameOfLife,Parallel_6,150,10,23.0019,True
GameOfLife,Parallel_6,250,1,66.2440,True
GameOfLife,Parallel_6,250,2,67.1174,True
GameOfLife,Parallel_6,250,3,65.2816,True
GameOfLife,Parallel_6,250,4,65.3380,True
GameOfLife,Parallel_6,250,5,69.1975,True
GameOfLife,Parallel_6,250,6,73.1496,True
GameOfLife,Parallel_6,250,7,65.5912,True
GameOfLife,Parallel_6,250,8,66.6071,True
GameOfLife,Parallel_6,250,9,65.9677,True
GameOfLife,Parallel_6,250,10,66.3751,True
GameOfLife,Parallel_6,500,1,297.2811,True
GameOfLife,Parallel_6,500,2,252.8896,True
GameOfLife,Parallel_6,500,3,246.9249,True
GameOfLife,Parallel_6,500,4,249.4211,True
GameOfLife,Parallel_6,500,5,246.5543,True
GameOfLife,Parallel_6,500,6,248.8140,True
GameOfLife,Parallel_6,500,7,248.2381,True
GameOfLife,Parallel_6,500,8,246.8092,True
GameOfLife,Parallel_6,500,9,249.6060,True
GameOfLife,Parallel_6,500,10,248.1043,True
GameOfLife,ILGPU_Cuda,8,1,4.1835,True
GameOfLife,ILGPU_Cuda,8,2,4.5677,True
GameOfLife,ILGPU_Cuda,8,3,4.7324,True
GameOfLife,ILGPU_Cuda,8,4,4.6644,True
GameOfLife,ILGPU_Cuda,8,5,4.1514,True
GameOfLife,ILGPU_Cuda,8,6,4.3452,True
GameOfLife,ILGPU_Cuda,8,7,4.3001,True
GameOfLife,ILGPU_Cuda,8,8,4.3008,True
GameOfLife,ILGPU_Cuda,8,9,4.3531,True
GameOfLife,ILGPU_Cuda,8,10,4.3374,True
GameOfLife,GPU_ComputeSharp,8,1,9.1157,True
GameOfLife,GPU_ComputeSharp,8,2,8.9256,True
GameOfLife,GPU_ComputeSharp,8,3,9.1877,True
GameOfLife,GPU_ComputeSharp,8,4,8.9797,True
GameOfLife,GPU_ComputeSharp,8,5,9.0591,True
GameOfLife,GPU_ComputeSharp,8,6,8.8851,True
GameOfLife,GPU_ComputeSharp,8,7,8.8601,True
GameOfLife,GPU_ComputeSharp,8,8,8.9049,True
GameOfLife,GPU_ComputeSharp,8,9,9.0241,True
GameOfLife,GPU_ComputeSharp,8,10,9.0845,True
GameOfLife,GPU_ComputeSharp,12,1,8.5569,True
GameOfLife,GPU_ComputeSharp,12,2,8.3569,True
GameOfLife,GPU_ComputeSharp,12,3,8.3532,True
GameOfLife,GPU_ComputeSharp,12,4,8.3737,True
GameOfLife,GPU_ComputeSharp,12,5,8.3806,True
GameOfLife,GPU_ComputeSharp,12,6,8.4470,True
GameOfLife,GPU_ComputeSharp,12,7,8.2896,True
GameOfLife,GPU_ComputeSharp,12,8,8.3030,True
GameOfLife,GPU_ComputeSharp,12,9,8.3763,True
GameOfLife,GPU_ComputeSharp,12,10,10.0313,True
GameOfLife,GPU_ComputeSharp,24,1,8.8620,True
GameOfLife,GPU_ComputeSharp,24,2,8.6729,True
GameOfLife,GPU_ComputeSharp,24,3,8.3428,True
GameOfLife,GPU_ComputeSharp,24,4,8.6137,True
GameOfLife,GPU_ComputeSharp,24,5,8.3754,True
GameOfLife,GPU_ComputeSharp,24,6,8.3921,True
GameOfLife,GPU_ComputeSharp,24,7,8.4213,True
GameOfLife,GPU_ComputeSharp,24,8,8.4717,True
GameOfLife,GPU_ComputeSharp,24,9,8.4299,True
GameOfLife,GPU_ComputeSharp,24,10,8.3772,True
GameOfLife,GPU_ComputeSharp,100,1,8.7171,True
GameOfLife,GPU_ComputeSharp,100,2,8.3004,True
GameOfLife,GPU_ComputeSharp,100,3,8.3900,True
GameOfLife,GPU_ComputeSharp,100,4,8.3378,True
GameOfLife,GPU_ComputeSharp,100,5,8.3892,True
GameOfLife,GPU_ComputeSharp,100,6,8.8651,True
GameOfLife,GPU_ComputeSharp,100,7,8.4150,True
GameOfLife,GPU_ComputeSharp,100,8,8.4587,True
GameOfLife,GPU_ComputeSharp,100,9,8.3233,True
GameOfLife,GPU_ComputeSharp,100,10,8.4463,True
GameOfLife,GPU_ComputeSharp,150,1,8.8168,True
GameOfLife,GPU_ComputeSharp,150,2,8.6268,True
GameOfLife,GPU_ComputeSharp,150,3,8.6136,True
GameOfLife,GPU_ComputeSharp,150,4,8.5737,True
GameOfLife,GPU_ComputeSharp,150,5,8.6279,True
GameOfLife,GPU_ComputeSharp,150,6,8.6231,True
GameOfLife,GPU_ComputeSharp,150,7,8.9329,True
GameOfLife,GPU_ComputeSharp,150,8,8.5611,True
GameOfLife,GPU_ComputeSharp,150,9,8.8407,True
GameOfLife,GPU_ComputeSharp,150,10,8.5569,True
GameOfLife,Sequential,12,1,0.8572,True
GameOfLife,Sequential,12,2,0.8513,True
GameOfLife,Sequential,12,3,0.8632,True
GameOfLife,Sequential,12,4,0.8524,True
GameOfLife,Sequential,12,5,0.8550,True
GameOfLife,Sequential,12,6,0.8503,True
GameOfLife,Sequential,12,7,0.8502,True
GameOfLife,Sequential,12,8,0.8498,True
GameOfLife,Sequential,12,9,0.8488,True
GameOfLife,Sequential,12,10,0.8501,True
GameOfLife,ILGPU_Cuda,12,1,4.3202,True
GameOfLife,ILGPU_Cuda,12,2,4.8438,True
GameOfLife,ILGPU_Cuda,12,3,5.1822,True
GameOfLife,ILGPU_Cuda,12,4,4.5838,True
GameOfLife,ILGPU_Cuda,12,5,4.2472,True
GameOfLife,ILGPU_Cuda,12,6,4.4152,True
GameOfLife,ILGPU_Cuda,12,7,4.2344,True
GameOfLife,ILGPU_Cuda,12,8,4.2467,True
GameOfLife,ILGPU_Cuda,12,9,4.2257,True
GameOfLife,ILGPU_Cuda,12,10,4.1945,True
GameOfLife,ILGPU_Cuda,24,1,4.3458,True
GameOfLife,ILGPU_Cuda,24,2,4.3194,True
GameOfLife,ILGPU_Cuda,24,3,4.2971,True
GameOfLife,ILGPU_Cuda,24,4,4.4357,True
GameOfLife,ILGPU_Cuda,24,5,4.2835,True
GameOfLife,ILGPU_Cuda,24,6,4.5253,True
GameOfLife,ILGPU_Cuda,24,7,4.4705,True
GameOfLife,ILGPU_Cuda,24,8,4.4773,True
GameOfLife,ILGPU_Cuda,24,9,4.4634,True
GameOfLife,ILGPU_Cuda,24,10,4.3789,True
GameOfLife,ILGPU_Cuda,100,1,4.5326,True
GameOfLife,ILGPU_Cuda,100,2,4.2685,True
GameOfLife,ILGPU_Cuda,100,3,6.9001,True
GameOfLife,ILGPU_Cuda,100,4,4.3543,True
GameOfLife,ILGPU_Cuda,100,5,4.2833,True
GameOfLife,ILGPU_Cuda,100,6,4.2894,True
GameOfLife,ILGPU_Cuda,100,7,4.3165,True
GameOfLife,ILGPU_Cuda,100,8,4.3973,True
GameOfLife,ILGPU_Cuda,100,9,6.9364,True
GameOfLife,ILGPU_Cuda,100,10,4.3167,True
GameOfLife,ILGPU_Cuda,150,1,6.8473,True
GameOfLife,ILGPU_Cuda,150,2,4.2902,True
GameOfLife,ILGPU_Cuda,150,3,4.3319,True
GameOfLife,ILGPU_Cuda,150,4,4.4129,True
GameOfLife,ILGPU_Cuda,150,5,4.2965,True
GameOfLife,ILGPU_Cuda,150,6,4.4513,True
GameOfLife,ILGPU_Cuda,150,7,4.4206,True
GameOfLife,ILGPU_Cuda,150,8,4.2747,True
GameOfLife,ILGPU_Cuda,150,9,4.3366,True
GameOfLife,ILGPU_Cuda,150,10,6.8504,True
GameOfLife,ILGPU_Cuda,500,1,5.2780,True
GameOfLife,ILGPU_Cuda,500,2,5.2441,True
GameOfLife,ILGPU_Cuda,500,3,5.2052,True
GameOfLife,ILGPU_Cuda,500,4,5.2125,True
GameOfLife,ILGPU_Cuda,500,5,5.2725,True
GameOfLife,ILGPU_Cuda,500,6,5.2344,True
GameOfLife,ILGPU_Cuda,500,7,5.4220,True
GameOfLife,ILGPU_Cuda,500,8,5.2480,True
GameOfLife,ILGPU_Cuda,500,9,8.0922,True
GameOfLife,ILGPU_Cuda,500,10,5.5585,True
GameOfLife,GPU_ComputeSharp,500,1,17.9914,True
GameOfLife,GPU_ComputeSharp,500,2,16.9665,True
GameOfLife,GPU_ComputeSharp,500,3,17.0958,True
GameOfLife,GPU_ComputeSharp,500,4,16.8173,True
GameOfLife,GPU_ComputeSharp,500,5,16.5207,True
GameOfLife,GPU_ComputeSharp,500,6,16.6420,True
GameOfLife,GPU_ComputeSharp,500,7,16.5315,True
GameOfLife,GPU_ComputeSharp,500,8,16.5027,True
GameOfLife,GPU_ComputeSharp,500,9,16.8820,True
GameOfLife,GPU_ComputeSharp,500,10,17.0634,True
GameOfLife,Sequential,16,1,1.4833,True
GameOfLife,Sequential,16,2,1.4813,True
GameOfLife,Sequential,16,3,1.4874,True
GameOfLife,Sequential,16,4,1.4792,True
GameOfLife,Sequential,16,5,1.4922,True
GameOfLife,Sequential,16,6,1.4759,True
GameOfLife,Sequential,16,7,1.4838,True
GameOfLife,Sequential,16,8,1.4819,True
GameOfLife,Sequential,16,9,1.5041,True
GameOfLife,Sequential,16,10,1.4925,True
GameOfLife,ILGPU_Cuda,16,1,4.4392,True
GameOfLife,ILGPU_Cuda,16,2,4.2252,True
GameOfLife,ILGPU_Cuda,16,3,4.5221,True
GameOfLife,ILGPU_Cuda,16,4,5.0887,True
GameOfLife,ILGPU_Cuda,16,5,4.3522,True
GameOfLife,ILGPU_Cuda,16,6,4.4114,True
GameOfLife,ILGPU_Cuda,16,7,4.5315,True
GameOfLife,ILGPU_Cuda,16,8,4.6745,True
GameOfLife,ILGPU_Cuda,16,9,4.5442,True
GameOfLife,ILGPU_Cuda,16,10,4.1045,True
GameOfLife,GPU_ComputeSharp,16,1,9.6935,True
GameOfLife,GPU_ComputeSharp,16,2,8.7604,True
GameOfLife,GPU_ComputeSharp,16,3,9.2578,True
GameOfLife,GPU_ComputeSharp,16,4,8.8045,True
GameOfLife,GPU_ComputeSharp,16,5,9.1896,True
GameOfLife,GPU_ComputeSharp,16,6,8.7731,True
GameOfLife,GPU_ComputeSharp,16,7,8.8786,True
GameOfLife,GPU_ComputeSharp,16,8,8.8571,True
GameOfLife,GPU_ComputeSharp,16,9,8.7489,True
GameOfLife,GPU_ComputeSharp,16,10,9.0396,True
GameOfLife,Sequential,24,1,3.3854,True
GameOfLife,Sequential,24,2,3.3750,True
GameOfLife,Sequential,24,3,3.3775,True
GameOfLife,Sequential,24,4,3.3727,True
GameOfLife,Sequential,24,5,3.3807,True
GameOfLife,Sequential,24,6,3.3699,True
GameOfLife,Sequential,24,7,3.4007,True
GameOfLife,Sequential,24,8,3.4515,True
GameOfLife,Sequential,24,9,3.4626,True
GameOfLife,Sequential,24,10,3.5585,True
GameOfLife,Sequential,32,1,6.1539,True
GameOfLife,Sequential,32,2,6.0652,True
GameOfLife,Sequential,32,3,6.0408,True
GameOfLife,Sequential,32,4,6.0461,True
GameOfLife,Sequential,32,5,6.0426,True
GameOfLife,Sequential,32,6,6.1613,True
GameOfLife,Sequential,32,7,6.2003,True
GameOfLife,Sequential,32,8,6.9004,True
GameOfLife,Sequential,32,9,6.3752,True
GameOfLife,Sequential,32,10,6.2787,True
GameOfLife,Parallel_1,32,1,5.9785,True
GameOfLife,Parallel_1,32,2,5.9334,True
GameOfLife,Parallel_1,32,3,5.9529,True
GameOfLife,Parallel_1,32,4,5.9738,True
GameOfLife,Parallel_1,32,5,5.9502,True
GameOfLife,Parallel_1,32,6,6.0256,True
GameOfLife,Parallel_1,32,7,5.9436,True
GameOfLife,Parallel_1,32,8,5.9281,True
GameOfLife,Parallel_1,32,9,5.9525,True
GameOfLife,Parallel_1,32,10,5.9308,True
GameOfLife,Parallel_8,32,1,1.9198,True
GameOfLife,Parallel_8,32,2,2.7227,True
GameOfLife,Parallel_8,32,3,1.8652,True
GameOfLife,Parallel_8,32,4,2.0601,True
GameOfLife,Parallel_8,32,5,1.8523,True
GameOfLife,Parallel_8,32,6,1.8470,True
GameOfLife,Parallel_8,32,7,1.8243,True
GameOfLife,Parallel_8,32,8,1.8269,True
GameOfLife,Parallel_8,32,9,1.8355,True
GameOfLife,Parallel_8,32,10,2.1012,True
GameOfLife,ILGPU_Cuda,32,1,4.4460,True
GameOfLife,ILGPU_Cuda,32,2,4.3477,True
GameOfLife,ILGPU_Cuda,32,3,4.4519,True
GameOfLife,ILGPU_Cuda,32,4,4.3905,True
GameOfLife,ILGPU_Cuda,32,5,4.5154,True
GameOfLife,ILGPU_Cuda,32,6,4.2819,True
GameOfLife,ILGPU_Cuda,32,7,4.6905,True
GameOfLife,ILGPU_Cuda,32,8,4.3154,True
GameOfLife,ILGPU_Cuda,32,9,4.3996,True
GameOfLife,ILGPU_Cuda,32,10,4.4511,True
GameOfLife,GPU_ComputeSharp,32,1,8.8386,True
GameOfLife,GPU_ComputeSharp,32,2,9.1459,True
GameOfLife,GPU_ComputeSharp,32,3,8.8521,True
GameOfLife,GPU_ComputeSharp,32,4,9.8440,True
GameOfLife,GPU_ComputeSharp,32,5,8.9564,True
GameOfLife,GPU_ComputeSharp,32,6,20.4482,True
GameOfLife,GPU_ComputeSharp,32,7,10.1455,True
GameOfLife,GPU_ComputeSharp,32,8,9.2783,True
GameOfLife,GPU_ComputeSharp,32,9,8.9854,True
GameOfLife,GPU_ComputeSharp,32,10,8.7072,True
GameOfLife,Sequential,64,1,24.0878,True
GameOfLife,Sequential,64,2,24.0207,True
GameOfLife,Sequential,64,3,23.9478,True
GameOfLife,Sequential,64,4,23.5509,True
GameOfLife,Sequential,64,5,23.5953,True
GameOfLife,Sequential,64,6,23.5669,True
GameOfLife,Sequential,64,7,23.5248,True
GameOfLife,Sequential,64,8,23.5773,True
GameOfLife,Sequential,64,9,23.5342,True
GameOfLife,Sequential,64,10,23.5674,True
GameOfLife,Parallel_1,64,1,23.9110,True
GameOfLife,Parallel_1,64,2,23.9300,True
GameOfLife,Parallel_1,64,3,23.6085,True
GameOfLife,Parallel_1,64,4,23.6351,True
GameOfLife,Parallel_1,64,5,23.5929,True
GameOfLife,Parallel_1,64,6,23.5922,True
GameOfLife,Parallel_1,64,7,23.6259,True
GameOfLife,Parallel_1,64,8,23.5987,True
GameOfLife,Parallel_1,64,9,23.6149,True
GameOfLife,Parallel_1,64,10,23.5936,True
GameOfLife,Parallel_8,64,1,6.7660,True
GameOfLife,Parallel_8,64,2,6.6243,True
GameOfLife,Parallel_8,64,3,6.3960,True
GameOfLife,Parallel_8,64,4,6.0510,True
GameOfLife,Parallel_8,64,5,6.0884,True
GameOfLife,Parallel_8,64,6,6.3663,True
GameOfLife,Parallel_8,64,7,6.3910,True
GameOfLife,Parallel_8,64,8,6.0610,True
GameOfLife,Parallel_8,64,9,6.6567,True
GameOfLife,Parallel_8,64,10,6.7269,True
GameOfLife,ILGPU_Cuda,64,1,4.5431,True
GameOfLife,ILGPU_Cuda,64,2,4.6114,True
GameOfLife,ILGPU_Cuda,64,3,4.3020,True
GameOfLife,ILGPU_Cuda,64,4,4.4825,True
GameOfLife,ILGPU_Cuda,64,5,7.0609,True
GameOfLife,ILGPU_Cuda,64,6,4.3009,True
GameOfLife,ILGPU_Cuda,64,7,4.2887,True
GameOfLife,ILGPU_Cuda,64,8,4.6123,True
GameOfLife,ILGPU_Cuda,64,9,4.3166,True
GameOfLife,ILGPU_Cuda,64,10,4.5713,True
GameOfLife,GPU_ComputeSharp,64,1,10.4201,True
GameOfLife,GPU_ComputeSharp,64,2,9.0061,True
GameOfLife,GPU_ComputeSharp,64,3,9.2573,True
GameOfLife,GPU_ComputeSharp,64,4,8.5786,True
GameOfLife,GPU_ComputeSharp,64,5,8.7780,True
GameOfLife,GPU_ComputeSharp,64,6,8.6197,True
GameOfLife,GPU_ComputeSharp,64,7,8.6955,True
GameOfLife,GPU_ComputeSharp,64,8,8.6153,True
GameOfLife,GPU_ComputeSharp,64,9,8.8496,True
GameOfLife,GPU_ComputeSharp,64,10,9.2928,True
GameOfLife,Parallel_12,8,1,0.7335,True
GameOfLife,Parallel_12,8,2,0.7000,True
GameOfLife,Parallel_12,8,3,0.7473,True
GameOfLife,Parallel_12,8,4,0.7060,True
GameOfLife,Parallel_12,8,5,0.6843,True
GameOfLife,Parallel_12,8,6,0.6730,True
GameOfLife,Parallel_12,8,7,0.6823,True
GameOfLife,Parallel_12,8,8,0.7017,True
GameOfLife,Parallel_12,8,9,0.7039,True
GameOfLife,Parallel_12,8,10,0.7093,True
GameOfLife,Parallel_12,12,1,0.7461,True
GameOfLife,Parallel_12,12,2,0.6788,True
GameOfLife,Parallel_12,12,3,0.6867,True
GameOfLife,Parallel_12,12,4,0.7005,True
GameOfLife,Parallel_12,12,5,0.7372,True
GameOfLife,Parallel_12,12,6,0.7211,True
GameOfLife,Parallel_12,12,7,0.8093,True
GameOfLife,Parallel_12,12,8,0.7063,True
GameOfLife,Parallel_12,12,9,0.7066,True
GameOfLife,Parallel_12,12,10,0.6891,True
GameOfLife,Parallel_12,16,1,0.9831,True
GameOfLife,Parallel_12,16,2,0.9915,True
GameOfLife,Parallel_12,16,3,1.0540,True
GameOfLife,Parallel_12,16,4,0.9983,True
GameOfLife,Parallel_12,16,5,0.9618,True
GameOfLife,Parallel_12,16,6,0.9864,True
GameOfLife,Parallel_12,16,7,0.9664,True
GameOfLife,Parallel_12,16,8,0.9682,True
GameOfLife,Parallel_12,16,9,0.9674,True
GameOfLife,Parallel_12,16,10,1.0183,True
GameOfLife,Parallel_12,24,1,1.4051,True
GameOfLife,Parallel_12,24,2,1.7930,True
GameOfLife,Parallel_12,24,3,1.3987,True
GameOfLife,Parallel_12,24,4,1.3649,True
GameOfLife,Parallel_12,24,5,1.3822,True
GameOfLife,Parallel_12,24,6,1.3945,True
GameOfLife,Parallel_12,24,7,1.3953,True
GameOfLife,Parallel_12,24,8,1.4108,True
GameOfLife,Parallel_12,24,9,1.3527,True
GameOfLife,Parallel_12,24,10,1.3783,True
GameOfLife,Parallel_12,32,1,1.9263,True
GameOfLife,Parallel_12,32,2,1.8939,True
GameOfLife,Parallel_12,32,3,1.8890,True
GameOfLife,Parallel_12,32,4,2.0081,True
GameOfLife,Parallel_12,32,5,1.8723,True
GameOfLife,Parallel_12,32,6,1.8989,True
GameOfLife,Parallel_12,32,7,1.8961,True
GameOfLife,Parallel_12,32,8,1.8833,True
GameOfLife,Parallel_12,32,9,1.8859,True
GameOfLife,Parallel_12,32,10,1.8959,True
GameOfLife,Parallel_12,64,1,6.4548,True
GameOfLife,Parallel_12,64,2,6.5029,True
GameOfLife,Parallel_12,64,3,6.5006,True
GameOfLife,Parallel_12,64,4,6.3107,True
GameOfLife,Parallel_12,64,5,6.3204,True
GameOfLife,Parallel_12,64,6,6.1583,True
GameOfLife,Parallel_12,64,7,6.3229,True
GameOfLife,Parallel_12,64,8,6.3963,True
GameOfLife,Parallel_12,64,9,6.2953,True
GameOfLife,Parallel_12,64,10,7.0544,True
GameOfLife,Sequential,100,1,59.8409,True
GameOfLife,Sequential,100,2,60.0401,True
GameOfLife,Sequential,100,3,60.1551,True
GameOfLife,Sequential,100,4,59.9203,True
GameOfLife,Sequential,100,5,59.1628,True
GameOfLife,Sequential,100,6,59.4414,True
GameOfLife,Sequential,100,7,58.6538,True
GameOfLife,Sequential,100,8,58.9881,True
GameOfLife,Sequential,100,9,59.4604,True
GameOfLife,Sequential,100,10,58.9939,True
GameOfLife,Parallel_1,100,1,58.3277,True
GameOfLife,Parallel_1,100,2,58.6763,True
GameOfLife,Parallel_1,100,3,59.1475,True
GameOfLife,Parallel_1,100,4,57.9265,True
GameOfLife,Parallel_1,100,5,57.6520,True
GameOfLife,Parallel_1,100,6,57.6816,True
GameOfLife,Parallel_1,100,7,58.3137,True
GameOfLife,Parallel_1,100,8,60.1145,True
GameOfLife,Parallel_1,100,9,58.5625,True
GameOfLife,Parallel_1,100,10,58.2865,True
GameOfLife,Parallel_4,100,1,15.6972,True
GameOfLife,Parallel_4,100,2,16.3069,True
GameOfLife,Parallel_4,100,3,17.1062,True
GameOfLife,Parallel_4,100,4,16.3997,True
GameOfLife,Parallel_4,100,5,15.7364,True
GameOfLife,Parallel_4,100,6,15.5777,True
GameOfLife,Parallel_4,100,7,15.7162,True
GameOfLife,Parallel_4,100,8,15.4461,True
GameOfLife,Parallel_4,100,9,15.2772,True
GameOfLife,Parallel_4,100,10,15.6105,True
GameOfLife,Parallel_8,100,1,14.8344,True
GameOfLife,Parallel_8,100,2,14.4682,True
GameOfLife,Parallel_8,100,3,14.7240,True
